name_last,name_first,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs
Cogan,Dick,112446.0,cogad101,cogandi01,cogan-001dic,1002394
Rodríguez,Henry,121357.0,rodrh001,rodrihe02,rodrig002hen,1427
Driscoll,Jim,113569.0,drisj101,driscji01,drisco001jam,1003505
Ball,Art,110512.0,balla101,ballar01,ball--003art,1000491
Overton,Dillon,592614.0,overd001,overtdi01,overto001dil,15627
Taylor,Michael,572191.0,taylm002,taylomi02,taylor011mic,11489
Peters,Chris,120454.0,petec001,peterch01,peters001chr,1010225
Dean,Wayland,113171.0,deanw101,deanwa01,dean--001way,1003112
Ramírez,Wilkin,457133.0,ramiw001,ramirwi01,ramire002wil,5219
Gabrielson,Len,114505.0,gabrl101,gabrile01,gabrie002leo,1004418
Lake,Fred,117416.0,lakef101,lakefr01,lake--001fre,1007261
Hernández,Runelvys,424465.0,hernr003,hernaru03,hernan001run,1528
Mitchell,George,818118.0,mitcg101,mitchge01,mitche002geo,nan
Tipton,Eric,123358.0,tipte101,tiptoer01,tipton001eri,1013080
Maguire,Thomas,118735.0,mcguu101,mcgui01,mcguir002---,1008551
Freund,Frank,114440.0,frief101,frienfr01,freund001fra,1004357
Calixte,Orlando,593525.0,calio001,calixor01,caxito001orl,11905
Abner,Shawn,110025.0,abnes001,abnersh01,abner-001sha,1000024
Lamanno,Ray,117425.0,lamar101,lamanra01,lamann001ray,1007270
Brigham,Jeff,656257.0,brigj002,brighje01,brigha000jef,16631
Schultz,Barney,121886.0,schub101,schulba01,schult002geo,1011625
Capilla,Doug,111970.0,capid101,capildo01,capill001dou,1001926
Wilson,Bill,124433.0,wilsb101,wilsobi03,wilson014wil,1014064
Blaylock,Gary,111092.0,blayg101,blaylga01,blaylo001gar,1001065
Snyder,Charles,122500.0,snydc102,snydech01,snyder003cha,1012242
Rickert,Joe,121177.0,rickj101,rickejo01,ricker001jos,1010937
Holmes,Jim,116104.0,holmj101,holmeji01,holmes002jam,1005979
Sisler,Dave,122279.0,sisld102,sisleda01,sisler001dav,1012019
Moore,Bobby,119317.0,moorb001,moorebo01,moore-003rob,1009094
Burgos,Enrique,542609.0,burge002,burgoen02,burgos002enr,3895
Fischer,Jeff,114148.0,fiscj001,fischje01,fische001jef,1004069
Sánchez,Eduardo,500674.0,sance001,sanched01,sanche002edu,2966
Silber,Eddie,122228.0,silbe101,silbeed01,silber001edw,1011967
Myers,Greg,119616.0,myerg001,myersgr01,myers-001gre,933
Orosco,Jesse,120051.0,orosj001,oroscje01,orosco001jes,667
Yett,Rich,124666.0,yettr001,yettri01,yett--001ric,1014342
Garrison,Webster,114637.0,garrw001,garriwe01,garris001web,1004553
Bummer,Aaron,607481.0,bumma001,bummeaa01,bummer000aar,16258
Robinson,Hank,121318.0,robih102,robinha01,robins003joh,1011067
Dyler,John,113687.0,dylej101,dylerjo01,dyler-001joh,1003620
Ruiz,Rio,547004.0,ruizr002,ruizri01,ruiz--001rio,14103
Stinnett,Kelly,122803.0,stink001,stinnke01,stinne001kel,356
Sánchez,Héctor,516949.0,sanch002,sanchhe01,sanche001hec,10289
Winter,George,124463.0,wintg101,wintege01,winter001geo,1014145
Harper,Jack,115489.0,harpj102,harpeja01,harper003cha,1005380
Kaiser,Don,116814.0,kaisd101,kaisedo01,kaiser001cly,1006672
Bankhead,Sam,820607.0,banks101,bankhsa01,bankhe001sam,nan
O'Rourke,Joe,120058.0,orouj101,o'roujo02,orourk002jos,1009841
Walker,Greg,123824.0,walkg001,walkegr01,walker001gre,1013520
Soriano,José,667755.0,sorij002,soriajo02,sorian003jos,22100
Davenport,Jim,113081.0,davej101,davenji01,davenp002jam,1003017
Berger,Wally,110904.0,bergw101,bergewa01,berger001wal,1000875
Campau,Count,111919.0,campc101,campaco01,campau001cha,1001869
Lambert,Clayton,117432.0,lambc101,lambecl01,lamber003cla,1007273
Broderick,Matt,111498.0,brodm101,brodema01,broder001mat,1001460
Mateo,Jorge,622761.0,matej003,mateojo01,mateo-000jor,17273
Mijares,José,467726.0,mijaj001,mijarjo01,mijare001jos,4140
Gill,Ed,114794.0,gille101,gilled01,gill--001edw,1004711
Corcoran,Roy,429981.0,corcr001,corcoro01,corcor001roy,1780
Cruz,Tony,488810.0,cruzt002,cruzto03,cruz--001arn,2802
Higham,Dick,115920.0,highd101,highadi01,higham001dic,1005794
Brito,Eude,434560.0,brite001,britoeu01,brito-001eud,2514
Abreu,Juan,444874.0,abrej002,abreuju01,abreu-002jua,6306
Coppola,Henry,112663.0,copph101,coppohe01,coppol001hen,1002605
Wells,Kip,150337.0,wellk001,wellski01,wells-005rob,1012
Dotson,Richard,113489.0,dotsr001,dotsori01,dotson002ric,1003424
Osborne,Bobo,120088.0,osbob101,osborbo02,osborn001law,1009867
Fields,Cliff,819549.0,,fieldcl01,fields002cli,nan
Whitman,Frank,124215.0,whitf101,whitmfr01,whitma002wal,1013905
Tekotte,Blake,493574.0,tekob001,tekotbl01,tekott001bla,8810
Carleton,Tex,111999.0,carlt101,carlete01,carlet001jam,1001953
Chamberlain,Joba,501955.0,chamj002,chambjo03,chambe001job,2692
Lapihuska,Andy,117494.0,lapia101,lapihan01,lapihu001and,1007337
Astudillo,Willians,553902.0,astuw001,astudwi01,astudi001wil,15608
Tartamella,Travis,502023.0,tartt001,tartatr01,tartam001tra,6748
Lowenstein,John,117960.0,lowej001,lowenjo01,lowens001joh,1007790
Long,Jim,117892.0,longj102,longji01,long--002jim,1007733
Hanson,Tommy,462102.0,hanst001,hansoto01,hanson001tho,9129
Maguire,Freddie,118149.0,maguf101,maguifr01,maguir001fre,1007976
Segura,José,121979.0,seguj001,segurjo01,segura001jos,1011726
Caldwell,Bruce,111871.0,caldb101,caldwbr01,caldwe001bru,1001827
Janvrin,Hal,116494.0,janvh101,janvrha01,janvri001har,1006361
Walton,Bruce,123899.0,waltb001,waltobr01,walton001bru,1013591
Gillaspie,Conor,543216.0,gillc001,gillaco01,gillas001con,9009
Higgins,Kevin,115909.0,higgk001,higgike01,higgin001kev,1005791
Smith,Travis,134000.0,smitt001,smithtr01,smith-002tra,1522
Clyde,Tom,112421.0,clydt101,clydeto01,clyde-001tho,1002368
Brown,Jophery,111562.0,browj104,brownjo04,brown-001jop,1001532
Eichhorn,Mark,113780.0,eichm001,eichhma01,eichho001mar,1003712
Lyons,Denny,118047.0,lyond101,lyonsde01,lyons-002den,1007880
Martin,Stu,118352.0,marts103,martist01,martin001stu,1008198
Rhodes,Karl,121129.0,rhodk001,rhodeka01,rhodes001kar,1010886
Grodzicki,Johnny,115178.0,grodj101,grodzjo01,grodzi001joh,1005077
Pecota,Bill,120345.0,pecob001,pecotbi01,pecota001wil,1010117
Davis,Alvin,113096.0,davia002,davisal01,davis-001alv,1003033
Brummer,Glenn,111627.0,brumg001,brummgl01,brumme001gle,1001587
Hiatt,Phil,115883.0,hiatp001,hiattph01,hiatt-001phi,1005763
Smith,Bob,122452.0,smitb103,smithbo01,smith-007rob,1012099
Biasatti,Hank,110972.0,biash101,biasaha01,biasat001hen,1000944
Stallard,Tracy,122648.0,stalt101,stalltr01,stalla001eva,1012392
Soff,Ray,122520.0,soffr001,soffra01,soff--001ray,1012263
Domínguez,Jasson,691176.0,domij003,dominja01,doming002jas,28080
Bernard,Curt,110915.0,bernc101,bernacu01,bernar001cur,1000886
Holmberg,David,571787.0,holmd002,holmbda01,holmbe001dav,7725
Cornelius,Reid,112692.0,cornr001,cornere01,cornel001jon,1002634
Lithet,,818479.0,lithu101,lithe01,lithet000---,nan
Jiménez,Luis,499864.0,jimel002,jimenlu02,jimene006lui,6341
Brown,Scrappy,820314.0,brows104,brownsc02,brown-000scr,nan
Devine,Joey,457733.0,devij001,devinjo01,devine001jos,9862
Connolly,Joe,112582.0,connj101,connojo05,connol002jos,1002533
Gallagher,Bob,114541.0,gallb101,gallabo01,gallag002rob,1004447
Levy,Ed,117726.0,levye101,levyed01,levy--001edw,1007571
Irwin,Phil,572947.0,irwip001,irwinph01,irwin-001phi,9489
Yost,Ned,124681.0,yoste001,yostne01,yost--001edg,1014359
Kuwata,Masumi,506555.0,kuwam001,kuwatma01,kuwata001mas,7782
Fletcher,Frank,114237.0,fletf101,fletcfr01,fletch001oli,1004151
Tozer,Bill,123428.0,tozeb101,tozerbi01,tozer-001wil,1013149
Olander,Jim,119967.0,olanj001,olandji01,olande001jam,1009759
Morhardt,Moe,119380.0,morhm101,morhamo01,morhar001mer,1009186
Kantlehner,Erv,116837.0,kante101,kantler01,kantle001erv,1006694
Radlosky,Rob,218094.0,radlr001,radloro01,radlos001rob,1010642
Collier,Bob,820026.0,collb104,collibo01,collie000bob,nan
Swift,Bill,123054.0,swifb101,swiftbi01,swift-002wil,1012787
Dolis,Rafael,503569.0,dolir001,dolisra01,dolis-001raf,4185
Baczewski,Fred,110422.0,baczf101,baczefr01,baczew001fre,1000403
Witherspoon,Les,816491.0,withl101,withele01,wither001les,nan
Stassi,Max,545358.0,stasm001,stassma01,stassi001max,10059
Sierra,Moisés,501213.0,sierm001,sierrmo01,sierra001moi,6050
Adams,Rick,110058.0,adamr102,adamsri01,adams-001reu,1000061
Stubbs,Garrett,596117.0,stubg001,stubbga01,stubbs000gar,18067
Giménez,Andrés,665926.0,gimea001,gimenan01,gimene000and,19950
Baldwin,Henry,110501.0,baldh102,baldwhe01,baldwi001hen,1000480
Reitz,Henry,121055.0,reith101,reitzhe01,reitz-001hen,1010822
Paulino,Ronny,425661.0,paulr001,pauliro01,paulin001ron,2129
Cuthbert,Cheslor,596144.0,cuthc001,cuthbch01,cuthbe001che,10473
Freeland,Kyle,607536.0,freek001,freelky01,freela000kyl,16256
Sprague,Charlie,122611.0,sprac101,spragch01,spragu001cha,1012354
Moore,Ferdie,119297.0,moorf101,moorefe01,moore-001fer,1009106
Fresnell,,819470.0,fresu101,fresn01,fresne000---,nan
Davis,Kiddo,113107.0,davik101,daviski01,davis-016geo,1003064
Smith,Bob,122453.0,smitb110,smithbo02,smith-016rob,1012100
Cooper,Claude,112652.0,coopc101,coopecl01,cooper002cla,1002593
Klutts,Mickey,117173.0,klutm101,kluttmi01,klutts001gen,1007022
Ferrell,Wes,114087.0,ferrw101,ferrewe01,ferrel001wes,1004010
King,John,667463.0,kingj002,kingjo01,king--012joh,22051
Martin,Pepper,118342.0,martp103,martipe01,martin011joh,1008189
Cox,Glenn,112757.0,cox-g101,coxgl01,cox---001gle,1002701
Fournier,Jack,114343.0,fourj101,fournja01,fourni001joh,1004264
Howard,Spencer,675921.0,howas003,howarsp01,howard000spe,23252
French,Walt,114424.0,frenw101,frencwa01,french001wal,1004341
Uribe,José,123585.0,uribj001,uribejo01,uribe-001jos,1013300
Becquer,Julio,110780.0,becqj101,becquju01,becque001jul,1000760
White,Alex,502229.0,whita001,whiteal01,white-001ale,10054
Downs,Kelly,113519.0,downk001,downske01,downs-001kel,1003453
Munn,Horatio,119520.0,munnh101,munnho01,munn--001hor,1009323
Latham,Bill,117529.0,lathb001,lathabi01,latham001wil,1007372
González,Denny,114926.0,gonzd001,gonzade01,gonzal001den,1004830
Puhl,John,120794.0,puhlj101,puhljo01,puhl--002joh,1010561
Ryder,Tom,121601.0,rydet101,ryderto01,ryder-001tom,1011352
Lindsay,Leonard,818487.0,lindl102,lindsle01,lindsa000leo,nan
Dominguez,Matt,518625.0,domim001,dominma01,doming001mat,4903
Snow,Felton,817157.0,snowf101,snowfe01,snow--000fel,nan
Palmer,Eddie,120195.0,palme103,palmeed01,palmer002edw,1009971
Lara,Juan,444312.0,laraj001,laraju01,lara--001jua,2613
Wiesler,Bob,124243.0,wiesb101,wieslbo01,wiesle001rob,1013929
Marshall,,818352.0,marsu102,marsh03,marsha048---,nan
McDonald,Jim,118645.0,mcdoj105,mcdonji01,mcdona003jim,1008461
Minshall,Jim,119177.0,minsj101,minshji01,minsha001jam,1008985
Wegman,Bill,124033.0,wegmb001,wegmabi01,wegman001wil,1013727
Cantú,Jorge,408305.0,cantj001,cantujo01,cantu-001jor,2521
Gálvez,Cándido,819455.0,galvc101,galveca01,galvez000cun,nan
Timmons,Ozzie,123350.0,timmo001,timmooz01,timmon001osb,1013072
Sanford,Jack,121682.0,sanfj102,sanfoja01,sanfor001joh,1011431
Heuer,Codi,676051.0,heuec001,heuerco01,heuer-000cod,23293
Roberts,Dave,150353.0,robed001,roberda07,robert005dav,670
Noble,Ray,119816.0,noblr101,noblera01,noble-001raf,1009611
Johnson,Dane,116574.0,johnd002,johnsda05,johnso003dan,1006443
Simpson,Dennis,817247.0,simpd103,simpsde01,simpso000den,nan
Ragland,Tom,120888.0,raglt101,raglato01,raglan001tho,1010652
Lang,Chip,117472.0,langc101,langch01,lang--001rob,1007313
Mahoney,Anthony,818376.0,mahoa102,mahonan01,mahone000ton,nan
Bluma,Jaime,111124.0,blumj001,blumaja01,bluma-001jam,1001096
Kirkland,Willie,117119.0,kirkw101,kirklwi01,kirkla002wil,1006968
James,Mike,116480.0,jamem001,jamesmi01,james-001mic,1453
Hundley,Todd,116316.0,hundt001,hundlto01,hundle001tod,284
Span,Denard,452655.0,spand001,spande01,span--001kei,8347
Asher,Alec,594742.0,ashea001,asheral01,asher-001ale,13560
Zavada,Clay,501826.0,zavac002,zavadcl01,zavada001cla,8577
Doscher,Herm,113487.0,dosch101,doschhe01,dosche001her,1003421
Mesa,José,118986.0,mesaj001,mesajo01,mesa--001jos,961
Morehart,Ray,119350.0,morer102,morehra01,moreha001ray,1009157
Lively,Ben,594902.0,liveb001,livelbe01,lively001edw,14932
Morton,Bubba,119429.0,mortb101,mortobu01,morton001wyc,1009229
Turang,Brice,668930.0,turab002,turanbr02,turang002bri,22186
Hittle,Lloyd,115986.0,hittl101,hittlll01,hittle001llo,1005863
Hamilton,Billy,115386.0,hamib101,hamilbi01,hamilt006wil,1005270
Sample,Billy,121649.0,sampb001,samplbi01,sample001wil,1011396
Holmes,Lefty,818979.0,,holmele01,holmes004fra,nan
Savransky,Moe,121725.0,savrm101,savramo01,savran001mor,1011474
McCleskey,Jeff,118577.0,mcclj103,mccleje01,mccles001jef,1008393
Jones,Charley,116670.0,jonec104,jonesch01,jones-018cha,1006535
Smith,Jim,817178.0,smitj115,smithji04,smith-278---,nan
Easley,Logan,113703.0,easll001,easlelo01,easley001ken,1003634
Santangelo,F. P.,121692.0,santf001,santaf.01,santan002fra,1011438
Hearn,Bunny,115667.0,hearb102,hearnbu01,hearn-001cha,1005551
Hamilton,Jeff,115382.0,hamij001,hamilje01,hamilt001jef,1005275
Andrus,Fred,110275.0,andrf102,andrufr01,andrus001fre,1000264
Jones,Damon,676103.0,joned003,jonesda07,jones-002dam,23310
Manoah,Alek,666201.0,manoa001,manoaal01,manoah000ale,26410
McMullin,John,118836.0,mcmuj101,mcmuljo01,mcmull002joh,1008649
Howell,Red,116229.0,hower102,howelre01,howell001mur,1006102
Robinson,Skin Down,817494.0,robis101,robinsk01,robins002wal,nan
Kaiser,Cecil,818652.0,kaisc101,kaisece01,kaiser001cec,nan
Donohue,Tom,113456.0,donot101,donohto01,donohu002tho,1003391
Turgeon,Pete,123507.0,turgp101,turgepe01,turgeo001eug,1013223
Brown,Ossie,820318.0,browo104,brownos02,brown-000oss,nan
Druhot,Carl,113578.0,druhc101,druhoca01,druhot001car,1003513
Ortiz,Héctor,136582.0,ortih001,ortizhe01,ortiz-002hec,1264
Wilson,Willie,124435.0,wilsw001,wilsowi02,wilson024wil,1014113
Kohlmeier,Ryan,332792.0,kohlr001,kohlmry01,kohlme001rya,1007082
Bauer,Rick,407400.0,bauer001,bauerri01,bauer-002ric,125
Robertson,Dick,121293.0,robed106,roberdi01,robert002pre,1011033
Scott,Ed,121929.0,scote102,scotted01,scott-001edw,1011678
Barone,Daniel,458524.0,barod001,baronda01,barone001dan,7652
Sullivan,Russ,122964.0,sullr101,sulliru01,sulliv001rus,1012710
Walling,Denny,123870.0,walld001,wallide01,wallin001den,1013559
Méndez,Román,542669.0,mendr002,mendero01,mendez001rom,10307
Wong,Connor,657136.0,wongc001,wongco01,wong--000con,19896
Jasper,John,818829.0,jaspj101,jaspejo01,jasper000joh,nan
Stone,Arnie,122822.0,stona101,stonear01,stone-003edw,1012559
Gutiérrez,Jackie,115262.0,gutij001,gutieja01,gutier002joa,1005156
Stuffel,Paul,122903.0,stufp101,stuffpa01,stuffe001pau,1012647
Peckinpaugh,Roger,120344.0,peckr101,peckiro01,peckin001rog,1010116
Hall,George,115339.0,hallg101,hallge01,hall--002geo,1005245
Shay,Danny,122085.0,shayd101,shayda01,shay--001dan,1011827
Klopp,Stan,117167.0,klops101,kloppst01,klopp-001sta,1007015
Pulsipher,Bill,120802.0,pulsb001,pulsibi01,pulsip001wil,842
Morlan,John,119385.0,morlj101,morlajo01,morlan001joh,1009191
Josephson,Duane,116770.0,josed101,josepdu01,joseph001dua,1006627
Noesí,Héctor,456051.0,noesh001,noesihe01,noesi-001hec,3292
Collier,Lou,112496.0,colll001,collilo01,collie001lou,1438
Meier,Dave,118915.0,meied001,meierda01,meier-001dav,1008729
Dickey,George,113339.0,dickg101,dickege02,dickey002geo,1003274
Donovan,Bill,113464.0,donob102,donovbi02,donova001wil,1003394
Lewis,John,818499.0,lewij105,lewisjo03,lewis-010joh,nan
Rainey,John,120893.0,rainj101,rainejo01,rainey001joh,1010655
Yerkes,Stan,124664.0,yerks102,yerkest01,yerkes001sta,1014340
Burwell,Dick,111782.0,burwd101,burwedi01,burwel001ric,1001741
Thomas,Herb,816977.0,thomh105,thomahe02,thomas002her,nan
Velázquez,Freddie,123693.0,velaf101,velazfr01,velazq001fed,1013398
Beazley,Johnny,110754.0,beazj101,beazljo01,beazle001joh,1000735
Richardson,Nolen,121154.0,richn101,richano01,richar001cli,1010917
Papierski,Michael,657709.0,papim001,papiemi01,papier000mic,21386
Rigal,Manuel,817545.0,rigam101,rigalma01,rigal-000man,nan
Spiezio,Ed,122595.0,spiee101,spiezed01,spiezi001edw,1012340
Weigel,Patrick,622256.0,weigp001,weigepa01,weigel000pat,17792
Barbee,Lamb,820598.0,barbl101,barbela01,barbee002wal,nan
Davis,Goldie,819851.0,davig103,davisgo01,davis-000gol,nan
Ruiz,Carlos,434563.0,ruizc001,ruizca01,ruiz--002car,2579
Rodríguez,Conrado,817481.0,rodrc101,rodrico01,rodrig003con,nan
Komminsk,Brad,117243.0,kommb001,kommibr01,kommin001bra,1007092
Gutteridge,Don,115264.0,guttd101,guttedo01,gutter001don,1005157
Williams,Devin,642207.0,willd004,willide03,willia002dev,15816
Bush,Ky,681066.0,bushk001,bushky01,bush--000ky-,nan
Harris,Lum,115515.0,harrl101,harrilu01,harris001cha,1005423
Pruitt,Austin,643493.0,pruia001,pruitau01,pruitt000aus,15290
Caldwell,Ray,111876.0,caldr101,caldwra02,caldwe001ray,1001832
Metz,Lenny,118999.0,metzl101,metzle01,metz--001leo,1008815
Arroyo,Rudy,110342.0,arror101,arroyru01,arroyo001rud,1000329
Kingman,Dave,117092.0,kingd001,kingmda01,kingma001dav,1006939
Kress,Red,117313.0,kresr101,kressre01,kress-001ral,1007160
Garoni,Willie,114626.0,garow101,garonwi01,garoni001wil,1004542
Castilla,Vinny,112106.0,castv001,castivi02,castil001vin,84
Betemit,Wilson,400140.0,betew001,betemwi01,betemi001wil,1861
Jackson,Edwin,429719.0,jacke001,jacksed01,jackso004edw,1841
Abreu,Wilyer,677800.0,abrew002,abreuwi02,abreu-002wil,23772
Phelps,Babe,120507.0,phelb101,phelpba01,phelps001ern,1010275
Smith,Edgar,122346.0,smite109,smithed02,smith-002edg,1012130
Girardi,Joe,114833.0,giraj001,girarjo01,girard001jos,280
O'Donnell,George,119936.0,odong101,o'donge01,odonne001geo,1009729
Sullivan,Bill,122972.0,sullb101,sullibi02,sulliv002bil,1012682
Goodman,Jake,114951.0,goodj103,goodmja01,goodma001jak,1004858
Bryant,Ron,111646.0,bryar101,bryanro01,bryant002ron,1001608
Bottarini,John,111263.0,bottj102,bottajo01,bottar001joh,1001225
Doyle,Carl,113534.0,doylc102,doyleca01,doyle-003wil,1003457
Kruger,Jack,667674.0,krugj001,krugeja01,kruger000jac,19634
Robinson,Neil,817489.0,robin101,robinne02,robins000nea,nan
Taylor,Troy,700187.0,taylt003,taylotr01,taylor000tro,nan
Olin,Steve,119978.0,olins001,olinst01,olin--001ste,1009768
Frías,Pepe,114430.0,friap101,friaspe01,frias-001jes,1004346
Banister,Jeff,110529.0,banij001,banisje01,banist001jef,1000508
Franks,Herman,114387.0,franh101,frankhe01,franks001her,1004298
Snyder,Brandon,474319.0,snydb003,snydebr03,snyder002bra,9856
Burdock,Jack,111703.0,burdj101,burdoja01,burdoc001jac,1001664
Daniels,Bert,113035.0,danib101,daniebe01,daniel001ben,1002967
Price,Jim,564813.0,pricj801,priceji99,price-002jim,nan
Norton,Tom,119854.0,nortt101,nortoto01,norton001tho,1009647
Smith,Jud,122397.0,smitj103,smithju01,smith-001jud,1012168
Gyorko,Jedd,576397.0,gyorj001,gyorkje01,gyorko001jed,10816
Moore,Cy,119323.0,moorc101,moorecy01,moore-006wil,1009100
Burrus,Dick,111776.0,burrd101,burrudi01,burrus001mau,1001734
McGee,Willie,118694.0,mcgew001,mcgeewi01,mcgee-003wil,1008513
Bliss,Jack,111104.0,blisj101,blissja01,bliss-001joh,1001076
García,Ramón,114594.0,garcr002,garcira03,garcia004ram,1004511
Pearson,Monte,120339.0,pearm101,pearsmo01,pearso002mar,1010111
Nakamura,Micheal,425781.0,nakam001,nakammi01,nakamu001mic,1734
Ventura,Vince,123698.0,ventv101,ventuvi01,ventur001vin,1013402
Turner,Earl,123511.0,turne101,turneea01,turner001ear,1013227
Lewis,Clarence,818513.0,lewic102,lewiscl01,lewis-000cla,nan
Smythe,Harry,122483.0,smyth101,smythha01,smythe001wil,1012224
Dean,Dory,113166.0,deand101,deando01,dean--001dor,1003107
Childs,Andy,820089.0,chila101,childan01,childs000and,nan
Crane,Fred,112791.0,cranf101,cranefr01,crane-001fre,1002732
Clarkson,Bill,112371.0,clarb102,clarkbi02,clarks001wil,1002265
Plouffe,Trevor,461858.0,plout001,plouftr01,plouff001tre,7462
Solomon,Jared,676660.0,soloj001,solomja01,solomo001jar,23425
Carpenter,David,518526.0,carpd002,carpeda02,carpen001dav,9244
Lines,Dick,117794.0,lined101,linesdi01,lines-001ric,1007634
Trautman,Fred,123439.0,trauf101,trautfr01,trautm001fre,1013158
Stone,Gavin,694813.0,stong001,stonega01,stone-000gav,27792
Vizcaíno,Luis,150430.0,vizcl001,vizcalu01,vizcai001lui,714
Curtis,Willie,819900.0,curtw101,curtiwi01,curtis002wil,nan
Radbourn,Old Hoss,120867.0,radbc101,radboch01,radbou001old,1010631
Robinson,,817513.0,,robin06,robins080---,nan
Saverine,Bob,121722.0,saveb101,saverbo01,saveri001rob,1011471
Kingman,Brian,117091.0,kingb101,kingmbr01,kingma001bri,1006938
McMillan,Tom,118829.0,mcmit102,mcmilto02,mcmill002tho,1008645
Vitters,Josh,519388.0,vittj001,vittejo01,vitter002jos,4623
Traffley,Bill,123434.0,trafb101,traffbi01,traffl001bil,1013153
Riley,Jack,817538.0,rilej103,rileyja01,riley-002jac,nan
Warner,Fred,123939.0,warnf101,warnefr01,warner003fre,1013631
Ambler,Wayne,110217.0,amblw101,amblewa01,ambler001way,1000208
Guillén,José,115229.0,guilj001,guilljo01,guille003jos,57
Machemehl,Chuck,118080.0,machc101,machech01,machem001cha,1007910
Baldwin,Rick,110508.0,baldr101,baldwri01,baldwi002ric,1000487
Encarnación,Mario,276512.0,encam001,encarma01,encarn001mar,1444
Downing,Brian,113516.0,downb001,downibr01,downin001bri,1003451
Young,Kip,124705.0,younk101,youngki01,young-001kip,1014384
Vázquez,Christian,543877.0,vazqc001,vazquch01,vazque001chr,9774
Smiley,John,122342.0,smilj001,smilejo01,smiley001joh,1012084
Golden,Clyde,819354.0,goldc101,goldecl01,golden000cly,nan
Haynes,Jim,819101.0,haynj102,hayneja01,haynes003jam,nan
Jones,Tracy,116735.0,jonet001,jonestr01,jones-001tra,1006600
Katt,Ray,116858.0,kattr101,kattra01,katt--001ray,1006713
Ross,Gary,121478.0,rossg102,rossga01,ross--002gar,1011230
Frobel,Doug,114455.0,frobd001,frobedo01,frobel001dou,1004371
Jiménez,Germán,116546.0,jimeg001,jimenge01,jimene001ger,1006410
Bragan,Bobby,111368.0,bragb101,bragabo01,bragan001rob,1001331
Díaz,Rufino,819761.0,diazr101,diazru01,diaz--000ruf,nan
Burke,Jamie,406550.0,burkj003,burkeja02,burke-002jam,6
Miller,Brian,675649.0,millb003,millebr03,miller006bri,20047
Lewis,Rommie,451650.0,lewir002,lewisro01,lewis-001rom,3588
Duffy,Frank,113597.0,dufff101,duffyfr01,duffy-003fra,1003532
Vinton,Bill,123731.0,vintb101,vintobi01,vinton001bil,1013434
Brunson,Will,133981.0,brunw001,brunswi01,brunso001wil,1001596
Shettsline,Bill,492692.0,shetb801,shettbi99,shetts001bil,nan
Talcott,Roy,123080.0,talcr101,talcoro01,talcot001ler,1012814
Hoffman,John,116030.0,hoffj104,hoffmjo01,hoffma001joh,1005910
Schriver,Pop,121867.0,schrp101,schripo01,schriv001wil,1011616
Von Hoff,Bruce,123752.0,vonhb101,vonhobr01,vonhof001bru,1013452
Davidson,Cleatus,150213.0,davic002,davidcl02,davids001cle,1003026
Coleman,Ed,112483.0,colee102,colemed01,colema001par,1002421
Farley,Lawrence,114009.0,farlt101,farleto01,farley001tom,1003932
Carey,Tom,111992.0,caret102,careyto02,carey-002tho,1001949
Rye,Gene,121602.0,rye-g101,ryege01,rye---001eug,1011353
Smalley,Roy,122337.0,smalr001,smallro02,smalle001roy,1012078
Ray,Irv,120952.0,ray-i101,rayir01,ray---001irv,1010725
Meyer,Joey,119017.0,meyej001,meyerjo01,meyer-001tan,1008829
Kilgus,Paul,117048.0,kilgp001,kilgupa01,kilgus001pau,1006899
Davis,Brad,452238.0,davib004,davisbr03,davis-002bra,8250
Abernathy,Ted,110021.0,abert101,abernte02,aberna001the,1000020
Crutchfield,Jimmie,819926.0,crutj101,crutcji01,crutch000jim,nan
Harris,Bubba,115516.0,harrb104,harribu02,harris004cha,1005403
Neiger,Al,119690.0,neiga101,neigeal01,neiger001alv,1009488
Little,Scott,117818.0,litts001,littlsc01,little001den,1007667
Sloat,Dwain,122327.0,sloal101,sloatle01,sloat-001dwa,1012068
Minetto,Craig,119170.0,minec101,minetcr01,minett001cra,1008977
Sandberg,Ryne,121665.0,sandr001,sandbry01,sandbe001ryn,1011411
Osteen,Darrell,120097.0,osted101,osteeda01,osteen001mil,1009879
Blanks,Larvell,111082.0,blanl101,blankla01,blanks001lar,1001051
Hillebrand,Homer,115946.0,hillh103,hilleho01,hilleb001hom,1005815
Perlman,Jon,120426.0,perlj001,perlmjo01,perlma001jon,1010197
Reilley,Duke,121030.0,reild101,reilldu01,reille001ale,1010801
Johnson,Lefty,116637.0,johnb106,johnsbi01,johnso001bil,1006424
Narron,Sam,119656.0,narrs101,narrosa01,narron003sam,1009454
Banks,Brian,110532.0,bankb001,banksbr01,banks-001bri,1589
Santana,Edgar,650828.0,sante002,santaed01,santan000edg,17355
Freeman,Mike,502273.0,freem002,freemmi01,freema001mic,11241
O'Hara,Bill,119961.0,oharb101,o'harbi01,ohara-002wil,1009751
Benson,Cleo,820527.0,bensc101,bensocl01,benson000cle,nan
Phillips,Lefty,817745.0,phill101,phillle01,philli008joh,nan
Berry,Sean,110937.0,berrs001,berryse01,berry-001sea,1000910
Shewmake,Braden,669699.0,shewb001,shewmbr01,shewma000bra,25817
Mackanin,Pete,118093.0,mackp101,mackape01,mackan001pet,1007912
