name_last,name_first,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs
Miller,Jim,119082.0,millj105,milleji01,miller016jam,1008904
Carney,Jack,112017.0,carnj101,carnejo01,carney002joh,1001974
Williams,Shad,124339.0,wills001,willish01,willia001sha,1014037
Schebler,Scott,594988.0,sches001,schebsc01,schebl001sco,12225
Rohrmeier,Dan,121401.0,rohrd001,rohrmda01,rohrme001dan,1011149
Snodgrass,Fred,122492.0,snodf101,snodgfr01,snodgr001fre,1012234
Rasmussen,Dennis,120936.0,rasmd001,rasmude01,rasmus001den,1010703
Bryden,T. R.,111647.0,brydt001,brydet.01,bryden001tho,1001609
Mason,Del,118395.0,masod102,masonde01,mason-001ade,1008216
Wiley,Joseph,203737.0,wilej101,wiley01,wiley-002joh,1013941
Kim,Sun-Woo,279615.0,kim-s001,kimsu01,kim---001sun,197
Speier,Ryan,434627.0,speir001,speiery01,speier001rya,3808
Rosso,Ramón,665759.0,rossr003,rossora01,rosso-000ram,20368
Salas,Mark,121628.0,salam001,salasma01,salas-002mar,1011376
Ankiel,Rick,150449.0,ankir001,ankieri01,ankiel001ric,1142
Matchick,Tommy,118413.0,matct101,matchto01,matchi001joh,1008233
Dodd,Ona,113413.0,doddo101,doddon01,dodd--001ora,1003348
Tatís,Fernando,665487.0,tatif002,tatisfe02,tatis-003fer,19709
Porray,Ed,120675.0,porre101,porraed01,porray001edm,1010444
Striker,Jake,122878.0,strij102,strikja01,strike001wil,1012619
Mann,Brandon,448167.0,mannb001,mannbr01,mann--001bra,5172
Scott,,121924.0,scotu101,scott01,scott-002---,1011672
Burnes,Corbin,669203.0,burnc002,burneco01,burnes000cor,19361
Waldbauer,Doc,123806.0,waldd101,waldbdo01,waldba001alb,1013503
Havens,Brad,115622.0,haveb001,havenbr01,havens001bra,1005507
Wilson,Jack,333292.0,wilsj002,wilsoja02,wilson002jac,1017
Crismatt,Nabil,622503.0,crisn001,crismna01,crisma000nab,17732
Hauser,Arnold,115616.0,hausa101,hausear01,hauser001arn,1005501
Zahner,Fred,124735.0,zahnf101,zahnefr01,zahner001fre,1014409
Hemingway,Ed,115735.0,hemie101,hemined01,heming001eds,1005619
Cronin,Dan,112851.0,crond101,cronida01,cronin002dan,1002793
Anderson,Fred,110243.0,andef101,anderfr01,anders008joh,1000226
Hepler,Bill,115798.0,heplb101,heplebi01,hepler001wil,1005681
Bourjos,Peter,488721.0,bourp001,bourjpe01,bourjo001pet,2578
Todd,Jess,519357.0,toddj001,toddje01,todd--001jes,3805
Flores,Jesús,435520.0,florj002,floreje02,flores004jes,4166
Partee,Roy,120260.0,partr101,partero01,partee001roy,1010032
Robinson,Jack,121317.0,robij101,robinja03,robins002joh,1011071
Siffell,Frank,122222.0,sifff101,siffefr01,siffel001fra,1011960
Powell,,817690.0,,powel06,powell030---,nan
Murray,Tom,119596.0,murrt102,murrato01,murray001tom,1009399
Payamps,Joel,606303.0,payaj001,payamjo01,payamp000joe,14332
McQuinn,George,118870.0,mcqug101,mcquige02,mcquin001geo,1008683
Morse,Bud,119421.0,morsb101,morsebu01,morse-001new,1009227
Ward,John,123917.0,wardj106,wardjo03,ward--008joh,1013617
Kelleher,Hal,116916.0,kellh104,kelleha02,kelleh001har,1006774
Coakley,Andy,112425.0,coaka101,coaklan01,coakle001and,1002372
Knudsen,Kurt,117217.0,knudk001,knudsku01,knudse001kur,1007064
Frankoff,Seth,571676.0,frans001,frankse01,franko001jam,11346
Potts,John,120705.0,pottj101,pottsjo01,potts-002joh,1010475
Julio,Jorge,406402.0,julij001,juliojo01,julio-001jor,148
Kolek,Stephen,663568.0,koles001,kolekst01,kolek-000ste,21487
Osterhout,Charlie,120101.0,ostec102,osterch01,osterh001cha,1009882
Milner,Hoby,571948.0,milnh001,milneho01,milner001hob,13346
Dumoulin,Dan,113613.0,dumod101,dumouda01,dumoul001dan,1003548
Bogener,Terry,111150.0,boget101,bogente01,bogene001ter,1001121
Ott,Mel,120117.0,ott-m101,ottme01,ott---001mel,1009904
Tate,Edward,123100.0,tatep101,tatepo01,tate--001pop,1012837
Jackson,Ryan,474249.0,jackr005,jacksry02,jackso002rya,6596
Montoyo,Charlie,119271.0,montc001,montoch01,montoy001jos,1009075
Blue,Vida,111119.0,bluev001,bluevi01,blue--001vid,1001094
Leverenz,Walt,117718.0,levew101,leverwa01,levere001wal,1007566
Dresser,Bob,113560.0,dresb101,dressbo01,dresse001rob,1003491
Bowers,Shane,111292.0,bowes001,bowersh01,bowers001sha,1001254
Duplantier,Jon,641541.0,duplj001,duplajo01,duplan000jon,19546
Salazar,Angel,121629.0,salaa001,salazan01,salaza001arg,1011377
Goetz,John,114887.0,goetj101,goetzjo01,goetz-002joh,1004799
Gracesqui,Frank,407927.0,gracf001,gracefr01,graces001fra,1921
Steiner,Ben,122727.0,steib101,steinbe01,steine001ben,1012461
Roebuck,Ed,121371.0,roebe101,roebued01,roebuc001edw,1011118
Feierabend,Ryan,456387.0,feier001,feierry01,feiera001rya,6336
Hughes,Phil,461833.0,hughp001,hugheph01,hughes001phi,7450
Priddy,Jerry,120764.0,pridj101,priddje01,priddy001ger,1010533
McCrory,Bob,455970.0,mccrb001,mccrobo01,mccror001rob,5924
Farmer,Ed,114011.0,farme101,farmeed01,farmer001edw,1003935
Crompton,Ned,112847.0,cromn101,crompne01,crompt001edw,1002789
Clark,Brady,276054.0,clarb003,clarkbr02,clark-001bra,1398
Quillin,Lee,120834.0,quill101,quillle01,quille001leo,1010598
Head,Ed,115658.0,heade101,headed01,head--001edw,1005542
Sularz,Guy,122935.0,sulag101,sulargu01,sularz001guy,1012677
Haller,Tom,115359.0,hallt102,halleto01,haller001tho,1005244
Ramsey,Matt,543677.0,ramsm003,ramsema01,ramsey002mat,14460
Drake,Sammy,113546.0,draks102,drakesa01,drake-002sam,1003481
Henry,George,115786.0,henrg101,henryge01,henry-002geo,1005672
Walker,Curt,123845.0,walkc101,walkecu01,walker004wil,1013510
Allen,Bob,110158.0,alleb104,allenbo02,allen-001rob,1000134
Sprinz,Joe,122622.0,sprij101,sprinjo01,sprinz001jos,1012363
Taylor,Ross,817011.0,taylr103,tayloro02,taylor002ros,nan
Rogers,Jake,668670.0,rogej004,rogerja03,rogers003jak,19452
Morehead,Dave,119351.0,mored103,morehda01,morehe001dav,1009156
Hardy,Blaine,543278.0,hardb001,hardybl01,hardy-001bla,6499
Speier,Gabe,642100.0,speig001,speiega01,speier000gab,17170
Proctor,Scott,429984.0,procs001,proctsc01,procto001sco,1911
Geary,Geoff,407783.0,gearg001,gearyge01,geary-001geo,1813
Green,Zach,608339.0,greez001,greenza01,green-000zac,14973
Turang,Brian,123503.0,turab001,turanbr01,turang001bri,1013219
McKinney,Rich,118782.0,mckir101,mckinri01,mckinn003cha,1008599
Hood,Dozier,818971.0,hoodd102,hooddo02,hood--000doz,nan
Bradley,Red,820413.0,bradr101,bradl03,bradle052---,nan
Frias,Hanley,114429.0,friah001,friasha01,frias-001han,1004345
McAdams,Jack,118500.0,mcadj101,mcadaja01,mcadam001geo,1008319
Hickerson,Bryan,115887.0,hickb001,hickebr01,hicker001bry,1005767
Bere,Jason,110891.0,berej002,bereja01,bere--001jas,266
Corwin,Al,112707.0,corwa101,corwial01,corwin001elm,1002647
Rhoden,Rick,121124.0,rhodr001,rhoderi01,rhoden001ric,1010887
Morris,Yellow Horse,818041.0,morry101,morriye01,morris000hal,nan
Shea,Steve,122093.0,sheas102,sheast01,shea--001ste,1011842
Mole,Fenton,119232.0,molef101,molefe01,mole--001fen,1009037
Lampard,Keith,117440.0,lampk101,lampake01,lampar001chr,1007283
Andrews,Clayton,150467.0,andrc001,andrecl01,andrew002cla,1000247
Newnam,Pat,119748.0,newnp101,newnapa01,newnam001pat,1009545
Williams,Elbert,816586.0,wille104,williel01,willia002elb,nan
Cozart,Harry,819959.0,cozah101,cozarha01,cozart000har,nan
Pennington,Kewpie,120385.0,pennk101,pennike01,pennin003geo,1010160
McKelvin,Fred,818224.0,mckef102,mckelfr01,mckelv000fre,nan
Emanuel,Kent,592288.0,emank001,emanuke01,emanue001ken,15849
Fowler,Art,114349.0,fowla101,fowlear01,fowler002joh,1004268
Stein,William,122801.0,stinh101,stineha01,stein-003---,1012542
Barkley,Sam,110570.0,barks101,barklsa01,barkle001sam,1000552
Moroff,Max,621559.0,morom001,morofma01,moroff000max,14556
Adams,,820763.0,adamu101,adams05,adams-072---,nan
Walsh,Ed,123878.0,walse101,walshed01,walsh-002edw,1013570
Gilbert,Drew,687551.0,gilbd001,gilbedr01,gilber002and,nan
Kelly,Carson,608348.0,kellc002,kellyca02,kelly-001car,13620
Pence,Russell,120379.0,pencr101,penceru01,pence-001rus,1010155
Bullard,George,111680.0,bullg101,bullage01,bullar001geo,1001642
Omogrosso,Brian,476134.0,omogb001,omogrbr01,omogro001bri,1353
Mejía,Humberto,650668.0,mejih001,mejiahu01,mejia-002hum,20739
Abel,Mick,690953.0,abelm001,abelmi01,abel--000mcl,nan
Hayes,Ke'Bryan,663647.0,hayek001,hayeske01,hayes-000keb,18577
Bell,Jerry,110827.0,bellj101,bellje01,bell--002jer,1000812
Klages,Fred,117135.0,klagf101,klagefr01,klages001fre,1006985
Smith,Rufus,122456.0,smitr103,smithru01,smith-001ruf,1012204
Nelson,Tommy,119714.0,nelst101,nelsoto01,nelson001tom,1009514
Marson,Lou,453974.0,marsl001,marsolo01,marson001lou,7610
Dietz,Dick,113355.0,dietd101,dietzdi01,dietz-001ric,1003290
Biscan,Frank,111014.0,biscf101,biscafr01,biscan001fra,1000986
Moore,Wilcy,119327.0,moorw101,moorewi01,moore-022wil,1009132
Curry,Homer,819902.0,currg102,currygo01,curry-000hom,nan
Pittaro,Chris,120604.0,pittc001,pittach01,pittar001chr,1010374
Taylor,Z. H.,123165.0,taylz102,tayloza01,taylor001zh-,1012895
Looper,Aaron,425475.0,loopa001,loopeaa01,looper001aar,1788
MacDonald,Malcolm,118644.0,mcdoj106,mcdonji02,mcdona001jam,nan
Feinberg,Eddie,114047.0,feine101,feinbed01,feinbe001edw,1003968
Williams,Tom,816539.0,willt104,willito03,willia008tom,nan
Swanson,Red,123022.0,swanr101,swansre01,swanso001art,1012762
Destrade,Orestes,113297.0,desto001,destror01,destra001ore,1003233
O'Brien,Syd,119906.0,obris101,o'brisy01,obrien001syd,1009702
Kendrick,Howie,435062.0,kendh001,kendrho01,kendri001how,4229
Barnes,Jacob,606930.0,barnj002,barneja01,barnes002jac,12323
Hernández,Fernando,467761.0,hernf003,hernafe03,hernan002fer,5536
Sirotka,Mike,122276.0,sirom001,sirotmi01,sirotk001mic,1012015
Smoyer,Henry,122479.0,smoyh101,smoyehe01,smoyer001hen,1012221
Ward,Daryle,132880.0,wardd002,wardda01,ward--001dar,579
Lajeskie,Dick,117413.0,lajed101,lajesdi01,lajesk001ric,1007258
Sanchez,Ricardo,645307.0,sancr003,sanchri01,sanche005ric,17581
Frock,Sam,114456.0,frocs101,frocksa01,frock-001sam,1004372
Brieske,Beau,689225.0,brieb001,briesbe01,briesk000bea,26079
Fitzgerald,Dennis,114187.0,fitzd101,fitzgde01,fitzge002den,1004106
Rondón,Gil,121432.0,rondg101,rondogi01,rondon001gil,1011180
Thompson,Fresco,123295.0,thomf106,thompfr03,thomps001laf,1013008
Davis,George,113104.0,davii103,davisge02,davis-002geo,1003050
Hendriks,Liam,521230.0,hendl001,hendrli01,hendri001lia,3548
Ely,Bones,113832.0,ely-b101,elybo01,ely---001wil,1003761
Boehringer,Brian,111145.0,boehb001,boehrbr01,boehri001bri,984
Edler,Dave,113743.0,edled101,edlerda01,edler-001dav,1003675
Hicks,John,543308.0,hickj001,hicksjo02,hicks-005joh,12547
Burriss,Emmanuel,502034.0,burre001,burriem01,burris001emm,2917
King,Charlie,818607.0,kingc103,kingch02,king--005cha,nan
Critchley,Morrie,112838.0,critm101,critcmo01,critch001mor,1002779
Schaefer,Bob,427452.0,schab801,schaebo99,schaef001rob,nan
Tolbert,Tyler,686475.0,tolbt001,tolbety01,tolber000tyl,nan
Lindgren,Jeff,689167.0,lindj006,lindgje01,lindgr000jef,25830
Irvin,Cal,818898.0,irvic101,irvinca01,irvin-000cal,nan
Kuiper,Duane,117361.0,kuipd001,kuipedu01,kuiper001dua,1007207
Robinson,Dewey,121307.0,robid101,robinde01,robins001dew,1011060
Drake,Tom,113548.0,drakt101,draketo01,drake-001tho,1003483
Graulich,Billy,115055.0,graul101,graulle01,grauli001lew,1004960
Napoli,Mike,435063.0,napom001,napolmi01,napoli002mic,3057
Graham,Roy,115031.0,grahr101,graharo01,graham001roy,1004934
Heath,Spencer,115678.0,heats101,heathsp01,heath-001spe,1005566
Dean,Nelson,819817.0,deann101,deanne01,dean--000nel,nan
Phillips,Jason,150259.0,philj002,phillja03,philli001jas,1549
Farr,Jim,114016.0,farrj101,farrji01,farr--001jam,1003951
Engle,Rick,113853.0,englr101,engleri01,engle-001ric,1003782
Lindsey,William,818484.0,lindw104,lindswi01,lindse000bil,nan
Girodo,Chad,643325.0,giroc001,girodch01,girodo000cha,15542
Reynolds,Joe,817575.0,reynj102,reynojo01,reynol000joe,nan
Lutz,Joe,118021.0,lutzj101,lutzjo01,lutz--001rol,1007851
McDonald,Donzell,150092.0,mcdod001,mcdondo01,mcdona003don,615
Cruz,Fernando,518585.0,cruzf002,cruzfe01,cruz--003fer,7048
Moss,Ray,119447.0,mossr101,mossra01,moss--001ray,1009254
Jurado,Ariel,642558.0,juraa001,juradar01,jurado000ari,17030
Kuhns,Charlie,117360.0,kuhnc101,kuhnsch01,kuhns-001cha,1007205
Cuppy,George,112949.0,cuppn101,cuppyni01,cuppy-001geo,1002884
Jolley,Smead,116654.0,jolls101,jollesm01,jolley001sme,1006518
Jackson,Darrell,116425.0,jackd101,jacksda01,jackso001dar,1006294
Donaldson,Josh,518626.0,donaj001,donaljo02,donald001jos,5038
Nichols,Tricky,119765.0,nicht101,nichotr01,nichol001tri,1009572
Palmer,Lowell,120197.0,palml101,palmelo01,palmer001low,1009974
Sweeney,Bill,123044.0,sweeb102,sweenbi02,sweene001wil,1012771
Harrell,John,115498.0,harrj106,harrejo01,harrel001joh,1005388
Kerr,Doc,117018.0,kerrd102,kerrdo01,kerr--003joh,1006872
Carter,,820156.0,,carte03,carter050---,nan
Venafro,Mike,150291.0,venam002,venafmi01,venafr001mic,943
Francisco,Frank,407911.0,franf001,francfr01,franci001fra,1933
Cihocki,Ed,112291.0,cihoe101,cihoced01,cihock001edw,1002239
Carrara,Giovanni,112030.0,carrg001,carragi01,carrar001gio,643
Hodges,Trey,408074.0,hodgt001,hodgetr01,hodges001tre,1608
Mejias-Brean,Seth,623180.0,mejis001,mejiase01,mejias000set,13905
Stratton,Felton,817075.0,straf101,stratfe01,stratt000ler,nan
Duffy,Matt,622110.0,duffm002,duffyma01,duffy-001mat,13836
Klawitter,Al,117138.0,klawa101,klawial01,klawit001alb,1006988
Jenkins,Geoff,132961.0,jenkg001,jenkige01,jenkin001geo,690
Tremie,Chris,123457.0,tremc001,tremich01,tremie001chr,1968
Bannister,Alan,110539.0,banna001,bannial01,bannis001ala,1000515
Midkiff,Ezra,119034.0,midke101,midkiez01,midkif003ezr,1008846
Orwoll,Ossie,120081.0,orwoo101,orwolos01,orwoll001osw,1009865
Heath,Tommy,115679.0,heatt101,heathto01,heath-001tho,1005567
Adams,Dick,110059.0,adamd102,adamsdi01,adams-003ric,1000049
Heidemann,Jack,115701.0,heidj101,heideja01,heidem001jac,1005586
Johnson,,818785.0,,johns12,johnso265---,nan
Hill,Tim,657612.0,hillt002,hillti01,hill--005tim,16814
Jenkins,Ben,818816.0,,jenki03,jenkin024---,nan
Rowe,Ken,121506.0,rowek101,roweke01,rowe--001ken,1011256
Winston,Hank,124462.0,winsh101,winstha01,winsto002hen,1014143
Sandlin,Nick,680704.0,sandn001,sandlni01,sandli000nic,20517
Sardinha,Dane,400154.0,sardd001,sardida01,sardin001dan,353
Fisher,Braydon,680755.0,fishb002,fishebr02,fisher003bra,nan
Mavis,Bob,118462.0,mavib101,mavisbo01,mavis-001rob,1008282
Cardullo,Stephen,506924.0,cards001,cardust01,cardul001ste,11204
Hughes,Bill,116292.0,hughb102,hughebi02,hughes004wil,1006150
Young,Delmon,430321.0,yound003,youngde03,young-003del,2140
Hudson,Bryan,663542.0,hudsb001,hudsobr01,hudson001bry,19924
MacDonald,Harvey,118068.0,macdh101,macdoha01,macdon001har,1007901
Dougherty,Patsy,113495.0,dougp102,doughpa01,doughe002pat,1003430
Donlin,Mike,113444.0,donlm101,donlimi01,donlin001mic,1003380
Gordinier,Ray,114965.0,gordr101,gordira01,gordin001ray,1004872
Clark,Terry,112344.0,clart001,clarkte01,clark-001ter,1002312
Worrell,Tim,124580.0,worrt002,worreti01,worrel001tim,1139
Tyriver,Dave,123539.0,tyrid101,tyrivda01,tyrive001dav,1013255
Phelps,David,475479.0,pheld001,phelpda01,phelps001dav,6316
Robertson,Gene,121290.0,robeg101,roberge01,robert002eug,1011035
Boehmer,Len,111144.0,boehl101,boehmle01,boehme001leo,1001116
Sandberg,Jared,277409.0,sandj001,sandbja01,sandbe001jar,1224
Adams,Red,110045.0,adamr101,adamsre01,adams-004cha,1000060
Heath,,819095.0,heatu102,heath04,heath-014---,nan
Lundquist,David,150326.0,lundd001,lundqda01,lundqu001dav,1046
Jones,John,116703.0,jonej103,jonesjo02,jones-022joh,1006571
Hall,Darick,669742.0,halld003,hallda02,hall--003dar,19717
Doolittle,Sean,448281.0,dools001,doolise01,doolit001sea,1581
Busby,Paul,111786.0,busbp101,busbypa01,busby-001pau,1001744
Eldred,Cal,113793.0,eldrc001,eldreca01,eldred001cal,1653
Ganzel,Charlie,114570.0,ganzc101,ganzech01,ganzel002cha,1004485
Anderson,Garret,110236.0,andeg001,anderga01,anders002gar,2
Daly,Bert,113018.0,dalyb101,dalybe01,daly--001alb,1002953
Clancy,Bill,112308.0,clanb102,clancbi01,clancy002wil,1002253
Doyle,Larry,113531.0,doyll101,doylela01,doyle-002law,1003467
Mountcastle,Ryan,663624.0,mounr001,mountry01,mountc000rya,18373
Figga,Mike,114113.0,figgm001,figgami01,figga-001mic,1004034
Meyer,Brian,119008.0,meyeb001,meyerbr01,meyer-001bri,1008822
Martinez,Greg,132960.0,martg001,martigr01,martin005gre,1008168
Park,Chan Ho,120221.0,parkc002,parkch01,park--001cha,1267
Mann,Fred,118238.0,mannf101,mannfr01,mann--001fre,1008062
White,Steve,,,whitest02,white-100---,nan
Hahn,Fred,115308.0,hahnf101,hahnfr01,hahn--002fre,1005204
Starnagle,George,122689.0,starg101,starnge01,starna001geo,1012430
Lathrop,Bill,117531.0,lathb101,lathrbi01,lathro001wil,1007375
Dillinger,Harley,113367.0,dillh101,dilliha01,dillin002har,1003303
Cox,Alphonso,819962.0,cox-a101,coxal01,cox---000alp,nan
McKenna,Ed,118776.0,mckee103,mckened01,mckenn001ed-,1008591
Escobar,Yunel,488862.0,escoy001,escobyu01,escoba001yun,4191
Hill,Glenallen,115935.0,hillg001,hillgl01,hill--001gle,1005820
Canada,Jim,820199.0,canaj102,canadji01,canada000jam,nan
Pineda,Israel,672832.0,pinei001,pinedis01,pineda000isr,22906
Fregosi,Jim,114414.0,fregj101,fregoji01,fregos001jam,1004330
Walker,Harry,123825.0,walkh102,walkeha01,walker005har,1013521
Suárez,Albert,544150.0,suara001,suareal01,suarez001alb,6175
Dale,Carl,150418.0,dalec001,daleca01,dale--001jam,1002937
Ramos,Bryan,682868.0,ramob001,ramosbr01,ramos-000bry,nan
Friday,Grier,114433.0,frids101,fridask01,friday001gri,1004349
Iorg,Dane,116396.0,iorgd001,iorgda01,iorg--001dan,1006267
Wright,Glenn,124596.0,wrigg102,wrighgl01,wright002for,1014280
Allen,Horace,110148.0,alleh101,allenho01,allen-001hor,1000145
Clark,Will,112345.0,clarw001,clarkwi02,clark-007wil,1002318
Sánchez,Alex,400128.0,sanca003,sanchal03,sanche003ale,708
Matthews,Charles,118435.0,mattb102,matthbo01,matthe001cha,1008253
Kirkpatrick,Enos,117121.0,kirke101,kirkpen01,kirkpa001eno,1006970
Quintana,Jose,500779.0,quinj001,quintjo01,quinta001jos,11423
Hoskins,Bill,818962.0,hoskb101,hoskibi01,hoskin000wil,nan
Kahle,Bob,116808.0,kahlb101,kahlebo01,kahle-001rob,1006664
Hetzel,Eric,115873.0,hetze001,hetzeer01,hetzel001eri,1005754
Stinson,Bob,122804.0,stinb101,stinsbo01,stinso001gor,1012544
Christensen,Bruce,112263.0,chrib102,chrisbr01,christ001bru,1002209
Dotterer,Dutch,113491.0,dottd101,dottedu01,dotter001hen,1003425
Knerr,Lou,117185.0,knerl101,knerrlo01,knerr-001wal,1007033
Townsend,Ira,123424.0,towni101,townsir01,townse001ira,1013146
García,Luis,408202.0,garcl003,garcilu02,garcia005lui,140
Hoffman,Nolan,676510.0,hoffn001,hoffmno01,hoffma000nol,nan
Asselstine,Brian,110357.0,asseb101,asselbr01,assels001bri,1000343
Clark,Bob,112340.0,clarb106,clarkbo01,clark-001bob,1002266
Hawkins,Robert,819119.0,hawkr101,hawkiro01,hawkin023---,nan
Phillips,Dee,120516.0,phild104,phillda02,philli001dam,1010286
Willis,Vic,124364.0,willv101,willivi01,willis001vic,1014042
Joseph,Tommy,571830.0,joset001,josepto01,joseph001tho,10349
Contreras,William,661388.0,contw002,contrwi02,contre003wil,20503
Pyznarski,Tim,120821.0,pyznt001,pyznati01,pyznar001tim,1010586
Roskos,John,132786.0,roskj001,roskojo01,roskos001joh,1011221
Dupee,Frank,113647.0,dupef101,dupeefr01,dupee-001fra,1003580
Strelecki,Ed,122867.0,stree101,streled01,strele001edw,1012609
Snell,Ian,430636.0,sneli001,snellia01,snell-001ian,2227
Dressen,Chuck,113557.0,dresc101,dressch01,dresse001cha,1003492
Owens,Will,817897.0,owenw101,owenswi01,owens-000bil,nan
Wallach,Chad,595453.0,wallc001,wallach01,wallac001cha,17161
Barclay,George,110557.0,barcg101,barclge01,barcla001geo,1000535
Dudley,Ed,819696.0,dudle101,dudleed01,dudley000edw,nan
Gilliam,Jim,114810.0,gillj102,gilliji01,gillia001jam,1004724
Thurman,Gary,123326.0,thurg001,thurmga01,thurma001gar,1013051
Coombs,Bobby,112640.0,coomb101,coombbo01,coombs001ray,1002580
Alston,Tom,110192.0,alstt101,alstoto01,alston001tho,1000183
Jennings,Dan,543359.0,jennd003,jennida01,jennin001dan,8073
Householder,Paul,116185.0,housp001,housepa02,househ001pau,1006063
James,Bill,116486.0,jameb103,jamesbi01,james-007wil,1006343
Porter,Logan,682515.0,portl001,portelo01,porter000log,20626
Palmer,Jim,120196.0,palmj001,palmeji01,palmer001jam,1009973
Offerman,José,119948.0,offej001,offerjo01,offerm001jos,205
Ewoldt,Art,113960.0,ewola101,ewoldar01,ewoldt001art,1003885
Jones,Tim,116740.0,jonet002,jonesti02,jones-022wil,1006598
Sundra,Steve,122985.0,sunds101,sundrst01,sundra001ste,1012726
Ely,Harry,113831.0,ely-h101,elyha01,ely---001har,1003762
Nevin,Tyler,663527.0,nevit001,nevinty01,nevin-000tyl,17893
Parks,Charlie,817859.0,parkc101,parksch01,parks-000cha,nan
Millar,Kevin,132788.0,millk005,millake01,millar001kev,529
Hernández,Jonathan,642546.0,hernj004,hernajo02,hernan002jon,17464
Alburquerque,Al,456379.0,albua001,albural01,alburq001alb,6324
Rosin,Seth,519229.0,rosis001,rosinse01,rosin-001set,10606
López,Mendy,133741.0,lopem001,lopezme01,lopez-001men,1458
Herr,Joseph,115838.0,herre101,herred01,herr--001jos,1005720
Polli,Lou,120655.0,polll101,pollilo01,polli-001lou,1010424
Callaghan,Pat,111891.0,callp101,callapa01,callag001pat,1001848
Bell,Buddy,110815.0,bellb001,bellbu01,bell--002dav,1000799
Wolters,Rynie,124521.0,woltr101,woltery01,wolter001ryn,1014201
Lugo,Dawel,608475.0,lugod001,lugoda01,lugo--000daw,14713
Cunningham,Marion,819905.0,cunnm102,cunnima01,cunnin003mar,nan
Epps,Aubrey,113869.0,eppsa101,eppsau01,epps--001aub,1003798
Santana,Johan,276371.0,santj003,santajo02,santan001joh,755
Spurgeon,Jay,335992.0,spurj001,spurgja01,spurge002jay,1012369
Wieghaus,Tom,124241.0,wiegt001,wieghto01,wiegha001tho,1013927
Anderson,John,110242.0,andej102,anderjo02,anders004joh,1000233
Snead,Kirby,669912.0,sneak001,sneadki01,snead-000kir,19179
McFadden,Leon,118669.0,mcfal101,mcfadle01,mcfadd001leo,1008486
Pipgras,Ed,120592.0,pipge101,pipgred01,pipgra001edw,1010362
Dillhoefer,Pickles,113366.0,dillp101,dillhpi01,dillho001wil,1003301
Shuster,Jared,694363.0,shusj001,shustja01,shuste000jar,27472
Jones,Charlie,116668.0,jonec105,jonesch02,jones-019cha,1006536
Ladwig,A. J.,607609.0,ladwa001,ladwiaj01,ladwig000ada,16266
Ritchie,,817532.0,ritcu101,ritch02,ritchi009---,nan
Street,Gabby,122865.0,streg101,streega01,street001cha,1012607
Bankhead,Scott,110531.0,banks001,bankhsc01,bankhe001mic,1000510
Fenwick,Bobby,114061.0,fenwb101,fenwibo01,fenwic001rob,1003982
Baker,Henry,820615.0,bakeh102,bakerhe01,baker-003hen,nan
Ramírez,Ramón,459371.0,ramir004,ramirra03,ramire002ram,2899
Pazik,Mike,120325.0,pazim101,pazikmi01,pazik-001mic,1010097
Glenn,Hap,819371.0,glenh102,glennha02,glenn-000hap,nan
Wright,Jim,124602.0,wrigj101,wrighji03,wright010jam,1014284
Manning,Max,818363.0,mannm101,mannima01,mannin000max,nan
Jutze,Skip,116800.0,jutzs101,jutzesk01,jutze-001alf,1006657
Rivera,Bombo,121247.0,riveb101,riverbo01,rivera003jes,1011000
Whitney,Jim,124221.0,whitj102,whitnji01,whitne001jim,1013908
Joyce,Mike,116776.0,joycm101,joycemi01,joyce-003mic,1006636
Triggs,Andrew,592811.0,triga001,triggan01,triggs001and,13533
Wilson,Roy,124422.0,wilsr101,wilsoro01,wilson001roy,1014103
Santos,Francisco,407810.0,santf002,santofr01,santos001fra,1742
Abrams,Cal,110026.0,abrac101,abramca01,abrams001cal,1000025
Rodríguez,Wilking,516853.0,rodrw003,rodriwi02,rodrig007wil,8801
Sánchez,Raúl,121662.0,sancr101,sanchra01,sanche001rau,1011410
Berry,Eddie,817762.0,perre101,perryed01,perry-000edd,nan
Healey,Tom,115660.0,healt101,healeto01,healey001tom,1005544
Schmidt,Henry,121833.0,schmh101,schmihe01,schmid004hen,1011583
Leever,Sam,117623.0,leevs101,leevesa01,leever001sam,1007470
McGinnis,Gus,118710.0,mcgig101,mcgingu01,mcginn001gus,1008525
Planeta,Emil,120614.0,plane102,planeem01,planet001emi,1010384
Martinez,Adrián,661309.0,marta006,martiad01,martin005adr,21023
Kavanagh,Marty,116866.0,kavam101,kavanma01,kavana001mar,1006722
Parker,Rick,120233.0,parkr001,parkeri01,parker002ric,1010006
Seguignol,Fernando,136663.0,seguf001,seguife01,seguig001fer,1836
Nelson,Tex,119712.0,nelst102,nelsote01,nelson008rob,1009513
Everett,Adam,276361.0,evera001,everead01,everet001jef,1430
Williams,Mark,124324.0,willm105,willima02,willia006mar,1014020
Fowler,Dick,114351.0,fowld101,fowledi01,fowler002ric,1004270
Parker,Jay,120231.0,parkj101,parkeja01,parker002jay,1010004
Huffman,Chad,502151.0,huffc001,huffmch01,huffma001cha,5311
Stark,Denny,150128.0,stard001,starkde01,stark-001den,452
Buck,Travis,459941.0,buckt001,bucktr01,buck--001tra,4646
Britton,Zack,502154.0,britz001,brittza01,britto001zac,3240
Gardner,Art,114603.0,garda101,gardnar01,gardne001art,1004518
